,train_loss,valid_loss
0,0.0006206176983110974,0.0012524633948870138
1,0.0005308133844449954,0.001020194052932144
2,0.0005223558932249964,0.001108844267520505
3,0.0005203792029482265,0.0008847140594415607
4,0.000511010223950568,0.0008922524524586169
5,0.0005039910254535234,0.000757959713035382
6,0.0005022298001533906,0.0007789901200649923
7,0.0004945364291231956,0.0008737158175913139
8,0.0004950751470133082,0.0008428054402512466
9,0.0004881577507567885,0.0009020758014914239
10,0.00048336157513996736,0.0008171660091116016
11,0.0004766282387116804,0.0008403003276364949
12,0.000472725104025792,0.0007727300401024004
13,0.00046076718118466704,0.0007285686282618663
14,0.0004525875710232561,0.0007597914979604385
15,0.00044690190060045395,0.000781936610841191
16,0.0004372315847576011,0.0007857498892848765
17,0.00043410410967481674,0.0007020145726356221
18,0.0004227351403008807,0.0006975963137662469
19,0.0004111185418847792,0.0006884251236928651
20,0.00040108814236385553,0.0007110880924990272
21,0.0003905079675563827,0.0006821438847148862
22,0.00037610044502001615,0.0007083431091342451
23,0.0003613429079695982,0.0007051503597050096
24,0.0003466011198367361,0.0007492214673395343
25,0.0003328399842134428,0.000831402927133559
26,0.0003197973316131988,0.0008071423603334761
27,0.00031745291420867965,0.0008314726716671583
28,0.0002991791220129119,0.0007931339082377995
29,0.00028359719173617063,0.0008105333432177053
30,0.0002700543336891059,0.0008127769994285601
31,0.0002579971578214692,0.0008238926332321169
32,0.00024727484059072145,0.0008430676968267963
33,0.0002382797948776192,0.0008455288970270188
34,0.00022917176953301402,0.0008416677293120159
35,0.00022029290911111245,0.0008624398559289443
36,0.00021286712321495307,0.0008507007254590639
37,0.00020626459813479669,0.0008480320458067255
38,0.00019997996256289512,0.000855212833487127
39,0.00019456012502017616,0.0008454336177395737
40,0.00018987695961533995,0.0008409662911590701
41,0.0001851161367626906,0.0008637251173698592
